frame_index,detection_fetch_s,detection_inference_s,detections_to_sv_s,team_detection_s,team_kmeans_s,team_clustering_s,team_kmeans_fit_s,team_color_update_s,team_assign_s,team_crop_player_s,team_crop_shirt_s,team_objects_count,team_objects_valid_crop_count,team_reused_count,team_kmeans_computed_count,team_kmeans_skipped_count,field_projection_s,field_homography_estimation_s,field_pnl_total_s,field_pnl_streaming_total_s,field_pnl_preprocess_color_convert_s,field_pnl_preprocess_tensor_build_s,field_pnl_preprocess_resize_s,field_pnl_preprocess_to_device_s,field_pnl_model_kp_inference_s,field_pnl_model_line_inference_s,field_pnl_decode_keypoints_s,field_pnl_decode_lines_s,field_pnl_complete_keypoints_s,field_pnl_calibrator_init_s,field_pnl_calibrator_update_s,field_pnl_ground_voting_s,field_pnl_camera_voting_s,field_pnl_homography_select_s,field_pnl_centered_to_field_s,field_pnl_template_homography_s,field_pnl_projection_matrix_s,field_pnl_temporal_smoothing_s,field_pnl_previous_fallback_s,field_resize_s,field_project_points_s,field_ground_points_s,field_scale_points_s,field_class_filter_s,field_has_homography,field_pnl_visible_keypoints_count,field_pnl_visible_lines_count,field_pnl_used_ground_solution,field_pnl_used_camera_fallback,field_pnl_temporal_smoothed,field_pnl_previous_fallback_applied,metadata_pack_s,tracker_update_s,track_total_s,bytetrack_total_s,bytetrack_preprocess_s,bytetrack_update_tensors_s,bytetrack_output_match_s,bytetrack_tracks_output_count,id_assignment_s,ball_fallback_s,frame_total_s
0,0.6656280329999973,0.6656280329999973,0.0018325600000004272,0.4951627270000003,0.4776516240000035,0.4776516240000035,0.2832926520000001,0.001013421000003234,0.0004840670000092473,3.859499999947502e-05,4.1753999990845614e-05,31.0,26.0,0.0,26.0,5.0,9.892827606,9.878731623,9.856204137999999,9.878679419999997,0.002760582000000511,0.02317543599999894,0.013636827999999213,1.3644000002699386e-05,4.971528672999998,4.2325114,0.16995445099999884,0.05943393400000119,0.00036871300000029805,3.2269999998391086e-05,9.01540000022294e-05,0.1376657570000006,0.244904322,2.6220000002297184e-06,1.4422999999652575e-05,6.884000001150525e-06,2.2586000000046624e-05,0.0,0.0,0.010610960000001057,0.0005076929999994206,0.0012839679999991915,2.1446999998175897e-05,1.7441000000673057e-05,1.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0001335049999973137,0.014440349999997437,0.014602329999995334,0.014216620999999208,3.421399999936625e-05,0.0032081079999990436,0.010973251000002904,21.0,1.8495999999146306e-05,0.00014348399999875028,11.071071134
1,0.4683727849999997,0.4683727849999997,0.0001745789999993974,0.051922609999998315,0.04950317799999837,0.04950317799999837,0.04799973900000154,9.524999999399597e-06,8.992900000137638e-05,7.535000001723802e-06,6.524999999868442e-06,32.0,27.0,24.0,3.0,5.0,8.123953400999998,8.108458179,8.087345241999998,8.108416751000004,0.0005035639999988462,0.020036802999999992,0.009172433999999896,1.5434000001590675e-05,3.8788888260000043,3.666403084999999,0.1317698550000017,0.05724330599999661,0.00032430600000310505,2.1836000001940192e-05,8.732699999569604e-05,0.10696418299999522,0.21577748300000366,2.4659999979803615e-06,1.650600000147051e-05,6.588000005081085e-06,2.2350999998366206e-05,0.00010030700000385195,0.0,0.013034365999999409,1.8932000003246685e-05,5.8271000000331696e-05,1.4433000004032692e-05,1.4954000000955148e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001586719999977504,0.02251900599999601,0.022667613999992398,0.022360448000000588,3.641600000037215e-05,0.01421513599999713,0.00810772599999865,21.0,1.409899999771369e-05,0.0001345089999986726,8.670548887999999
2,0.4027671030000022,0.4027671030000022,0.00022148400000077118,0.0296032080000046,0.0270506400000059,0.0270506400000059,0.026098410999999544,6.06100000055676e-06,6.602799999910758e-05,5.49100000313274e-06,4.637000010632164e-06,28.0,24.0,22.0,2.0,4.0,8.904036640000001,8.887047807000002,8.859891489999995,8.887012310000003,0.00046151400000127296,0.01978146599999775,0.009136222999998722,1.2839000000042233e-05,4.3589353800000055,3.915990772999997,0.145337602000005,0.059774644999997406,0.00034473400000223364,2.4537000001600973e-05,0.00010845899999623043,0.10918619799999618,0.24067279599999836,2.643999998497293e-06,1.6953999995905633e-05,6.2370000009082105e-06,2.1494000002064695e-05,8.51680000053534e-05,0.0,0.015218513000000655,2.0183000003726193e-05,5.5107999997972e-05,1.3484000000119067e-05,1.0583000005226495e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012094600000267519,0.016106252000000154,0.016265259999997284,0.015940138999994247,2.0206999998606534e-05,0.009023116000001608,0.006895876000001522,21.0,1.7937999999162457e-05,0.000141069999997967,9.355999720999996
3,0.48166787299999925,0.48166787299999925,0.00015625199999647066,0.08554795100000234,0.08280075599999748,0.08280075599999748,0.08080160400000125,1.142699998979424e-05,0.00012682599999180866,9.841999997206585e-06,9.493000000304619e-06,32.0,27.0,22.0,5.0,5.0,7.438661153000005,7.424875561999997,7.409312157000002,7.424846846999998,0.001552083999996512,0.018036346999998898,0.007894735000000708,1.304199999907496e-05,3.4026641430000026,3.4990518549999976,0.12406129500000418,0.055779321999999354,0.0003147729999994908,1.9891000000882286e-05,8.245899999792528e-05,0.099601504000006,0.20011959499999676,2.6529999956892425e-06,1.3707999997336628e-05,6.223999996279872e-06,2.1783999997637693e-05,5.4521999999224136e-05,0.0,0.01236447399999463,1.5256000004626458e-05,4.181999999985919e-05,1.218700000293893e-05,1.0795999997981198e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012079799999753504,0.018607183999996835,0.018753355000001193,0.018439008000001422,1.8330999999705e-05,0.01029265500000065,0.008127084999998146,21.0,1.5535000002842025e-05,0.0001306360000015161,8.027542945
4,0.3651684479999986,0.3651684479999986,0.00015866399999708847,0.002337085999997157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,25.0,0.0,6.0,7.471748155999997,7.453717976999997,7.436183029999995,7.453685512999996,0.0019652439999973126,0.022183253000001457,0.007078395000000626,1.0695999996812589e-05,3.4337760670000037,3.449338097000002,0.1279635890000037,0.05552593200000189,0.000337242999997045,2.250000000003638e-05,8.612199999902259e-05,0.10629653700000574,0.2314803709999964,2.8549999981919427e-06,1.4166999996234608e-05,6.493000000773463e-06,2.2605000005171405e-05,7.204500000312919e-05,0.0,0.016530188000004387,1.805299999801946e-05,4.643300000140016e-05,1.3352000003408193e-05,1.2881000003517329e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011859900000388279,0.01722670800000259,0.017372328000000437,0.017071305000001757,1.8509999996751958e-05,0.009639613000004488,0.007412277000000245,21.0,1.5660999999056457e-05,0.00012995899999879157,7.859828841999999
5,0.4062652159999942,0.4062652159999942,0.0001563499999974738,0.034277240000008646,0.03163780399999894,0.03163780399999894,0.030647782999992046,6.992999999511085e-06,9.265900000343663e-05,6.921999997189232e-06,4.8560000038833095e-06,27.0,24.0,22.0,2.0,3.0,7.499193754999993,7.484839039000008,7.466575609000003,7.484809296999998,0.0016144570000022895,0.018320996999989347,0.009546467999996366,1.166599999180562e-05,3.424753745000004,3.4876244910000054,0.12457344000000603,0.05544244399999343,0.00035742299999697025,2.3112000008040923e-05,8.924699999113272e-05,0.10917033500000173,0.23492663700000094,2.9140000066263383e-06,1.4687999993157064e-05,6.867999999826679e-06,2.336199999319888e-05,6.278299998996317e-05,0.0,0.013113345000007826,1.6853999994737023e-05,4.7765000005028924e-05,1.4415999999073392e-05,9.75599999719634e-06,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001146620000014309,0.017476332000001094,0.01909376800000473,0.017307242999990535,2.0078999995121194e-05,0.009858579999999506,0.0074275430000056986,21.0,0.001482115000001727,0.00013532100000190894,7.9616438120000055
6,0.431343272999996,0.431343272999996,0.00016715900000008332,0.0023691850000062686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,23.0,0.0,7.0,7.605576360000001,7.588322660999992,7.571131223000009,7.588291202999997,0.0018086339999996426,0.026262490000007688,0.007170901999998591,1.2265999998817279e-05,3.5431754979999965,3.461136709999991,0.1275554080000063,0.058226955000009184,0.00032769400000631776,2.194099999996979e-05,8.570099998905789e-05,0.10752327399998762,0.23770400699999072,2.862000002323839e-06,1.467500000273958e-05,6.362000007698043e-06,2.3075999990851415e-05,6.458000000009179e-05,0.0,0.01569726600000365,1.61239999982854e-05,6.564500000649787e-05,1.4023999995060876e-05,1.3092000003211979e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011507199999982731,0.01758332599999335,0.02016886399999862,0.017322206000002893,2.046000000177628e-05,0.01023483699999872,0.007058712000002743,20.0,0.0024352650000025733,0.0001502730000026986,8.062714009999993
7,0.3851853430000034,0.3851853430000034,0.00015211699999895245,0.0024502729999937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,23.0,0.0,5.0,7.805858076999996,7.786567753,7.767625343999995,7.786527836000005,0.0019728179999987105,0.021000050000012038,0.006295592999990163,8.850000000393266e-06,3.5513248389999887,3.615205872000004,0.13688138199999855,0.0604228619999958,0.000369735000006699,2.499499998975807e-05,9.412900000427271e-05,0.11593458500000509,0.25796439600000554,2.9899999987037518e-06,1.5524999994909194e-05,6.966000000829808e-06,2.4707999997986008e-05,8.473199999059489e-05,0.0,0.017839295000001698,2.1024000005809285e-05,5.5548000005956055e-05,1.4562999993472658e-05,1.2479000005782837e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001310359999990851,0.019607032999999774,0.02216112800000758,0.019410343000004104,2.4621999997975763e-05,0.011789116999992189,0.007595240000000558,20.0,0.0024012840000011693,0.00015281100000663628,8.218492904000001
8,0.4583919559999998,0.4583919559999998,0.00016805199999225806,0.02861871800000415,0.02579608599999972,0.02579608599999972,0.02526283899999271,3.581000001418033e-06,3.61870000062936e-05,3.7919999869018284e-06,2.469999998311323e-06,29.0,24.0,23.0,1.0,5.0,8.613157498999996,8.594689372999994,8.570140662,8.594650521000005,0.0017046310000097264,0.024051319000008675,0.009396026000004554,1.5047999994521888e-05,3.8876795930000014,4.056237012000011,0.14299404300000162,0.06213259300000118,0.000354999999998995,2.432499999827087e-05,9.717800000430543e-05,0.12316174600000807,0.2621555659999899,3.825999996820428e-06,1.7715000012685778e-05,7.302000000208864e-06,2.622099999882721e-05,8.770999998830575e-05,0.0,0.01645168499999272,2.406500000518008e-05,6.11749999990252e-05,2.1783000008213094e-05,1.3137999999912608e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00013515299998800856,0.01859248600000285,0.021231563999990044,0.018405916000006073,2.124700000649682e-05,0.010613598000006164,0.007769944000003193,20.0,0.002482827999997994,0.00015624999998919975,9.12486422100001
9,0.5262303469999949,0.5262303469999949,0.00024318200000550405,0.020796777999990468,0.017981950999995888,0.017981950999995888,0.017497982999998385,3.87500000442742e-06,3.659499999741911e-05,3.6340000093559865e-06,2.007000006187809e-06,32.0,26.0,25.0,1.0,6.0,9.166976550000001,9.144750943000005,9.123597310999997,9.144712815000005,0.001864546999996719,0.02001492299999086,0.006877813000002675,1.0570000000598156e-05,4.243407429000001,4.227632865000004,0.14531188899999847,0.0633367709999959,0.0003560620000087056,2.149700000586563e-05,9.849699999620043e-05,0.12878644100000258,0.2857468790000013,3.344000006677561e-06,1.6791999996712548e-05,7.4049999909675535e-06,2.633699999421424e-05,8.223400000417769e-05,0.0,0.020369611999996096,1.995399999543679e-05,6.27239999886342e-05,1.5645999994262638e-05,1.4397000001054039e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00015868500000237873,0.02165724099999977,0.02453113299999643,0.021459097999994015,3.2380999996917126e-05,0.011772202000003062,0.009653306000004136,21.0,0.0027226459999951658,0.00015124600000149258,9.742464405999996
