frame_index,detection_fetch_s,detection_inference_s,detections_to_sv_s,team_detection_s,team_kmeans_s,team_clustering_s,team_kmeans_fit_s,team_color_update_s,team_assign_s,team_crop_player_s,team_crop_shirt_s,team_objects_count,team_objects_valid_crop_count,team_reused_count,team_kmeans_computed_count,team_kmeans_skipped_count,field_projection_s,field_homography_estimation_s,field_pnl_total_s,field_pnl_streaming_total_s,field_pnl_preprocess_color_convert_s,field_pnl_preprocess_tensor_build_s,field_pnl_preprocess_resize_s,field_pnl_preprocess_to_device_s,field_pnl_model_kp_inference_s,field_pnl_model_line_inference_s,field_pnl_decode_keypoints_s,field_pnl_decode_lines_s,field_pnl_complete_keypoints_s,field_pnl_calibrator_init_s,field_pnl_calibrator_update_s,field_pnl_ground_voting_s,field_pnl_camera_voting_s,field_pnl_homography_select_s,field_pnl_centered_to_field_s,field_pnl_template_homography_s,field_pnl_projection_matrix_s,field_pnl_temporal_smoothing_s,field_pnl_previous_fallback_s,field_resize_s,field_project_points_s,field_ground_points_s,field_scale_points_s,field_class_filter_s,field_has_homography,field_pnl_visible_keypoints_count,field_pnl_visible_lines_count,field_pnl_used_ground_solution,field_pnl_used_camera_fallback,field_pnl_temporal_smoothed,field_pnl_previous_fallback_applied,metadata_pack_s,tracker_update_s,track_total_s,bytetrack_total_s,bytetrack_preprocess_s,bytetrack_update_tensors_s,bytetrack_output_match_s,bytetrack_tracks_output_count,raw_tracker_unique_count,raw_tracker_id_zero_count,id_assignment_s,ball_fallback_s,frame_total_s
0,0.4045548289999985,0.4045548289999985,0.0002226579999984324,0.5206910369999989,0.5156883959999945,0.5156883959999945,0.2756108549999965,0.00033852200000694666,0.00047440900000594866,3.633500000077561e-05,3.985600000078193e-05,31.0,26.0,0.0,26.0,5.0,9.273993678,9.263044351000001,9.235028816,9.262983477999999,0.001453332000000529,0.017261856000001075,0.007821376999999075,1.0764000002438934e-05,4.146402630000001,4.173602293999998,0.12784545799999947,0.05514041400000025,0.0003439440000008176,2.2864999998262192e-05,8.49839999972346e-05,0.16671444800000046,0.5382026230000001,3.0920000000378423e-06,1.55920000004528e-05,6.688999999227008e-06,2.2731000001385837e-05,0.0,0.0,0.009447861000001723,4.5276999998122847e-05,0.00012490499999984195,1.6728999998605332e-05,1.1899000000425985e-05,1.0,24.0,2.0,1.0,0.0,0.0,0.0,0.00011795100000000502,0.01897791600000076,0.019188907000003752,0.01848606800000141,3.402000000107819e-05,0.002445762000000684,0.016004693999999375,21.0,0.0,0.0,4.262200000226812e-05,0.0001683690000007232,10.218916805
1,0.5262151960000025,0.5262151960000025,0.0001850800000013919,0.39790655999999913,0.39198817999999847,0.39198817999999847,0.38111191400000877,7.410799999618689e-05,0.0007568689999963851,4.868499998877951e-05,5.265899999784551e-05,32.0,27.0,0.0,27.0,5.0,10.955474636000002,10.940673126,10.917498055000003,10.940367668,0.0016517179999979703,0.021478619999999893,0.00841585699999925,1.5737000001792012e-05,5.1383516799999995,5.17013541,0.12584047300000378,0.05357714499999844,0.0007919390000026283,0.00032979600000260234,0.0006551359999988904,0.15073789099999857,0.24494766000000112,2.9979999993656747e-06,0.00011649500000032731,1.6200000004573667e-05,4.122899999714491e-05,8.360199999657425e-05,0.0,0.012129619999999619,4.944100000159324e-05,8.136299999961238e-05,3.888500000215345e-05,2.009499999644504e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0002614550000004101,0.02030794699999916,0.02083751800000755,0.019594676000004085,5.4167999998355754e-05,0.011719455000005041,0.007819980999997256,21.0,0.0,0.0,0.00015403400000479905,0.0003755370000035896,11.901088861999998
2,0.40714680800000025,0.40714680800000025,0.00027166299999947796,0.3769975069999987,0.3714316220000029,0.3714316220000029,0.359113354999991,9.60480000102848e-05,0.0007299369999884675,4.331800001722286e-05,4.691800000244939e-05,28.0,24.0,0.0,24.0,4.0,8.346941522000002,8.332984826999997,8.308907043000005,8.332942855999995,0.001484371000003648,0.02218057200000345,0.009090183999994395,1.4966000001948032e-05,3.9332776990000013,3.8071190040000005,0.12556185600000447,0.05342082800000014,0.00030843400000435395,2.0212999999102976e-05,7.946299999872508e-05,0.12747822699999745,0.22864725600000213,3.1279999959110683e-06,1.573000000121283e-05,6.229999996776314e-06,2.1561000004055586e-05,9.610899999756839e-05,0.0,0.011998282000000415,2.1601000000259774e-05,8.720900000014353e-05,2.4505999995483307e-05,1.2678000004484602e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011781899999618872,0.017212307999997734,0.017375058999995474,0.017007976999998675,2.0659000000478045e-05,0.009535303999996358,0.0074510749999987524,21.0,0.0,0.0,1.801599999851078e-05,0.00014473499999922979,9.149151568
3,0.4205083520000059,0.4205083520000059,0.00015941400000230033,0.34977162100000214,0.34461734099998154,0.34461734099998154,0.33475418899999454,7.416500000090309e-05,0.0007006590000173674,4.248000002604613e-05,4.932999999596177e-05,32.0,27.0,0.0,27.0,5.0,7.308534802000004,7.294767051999997,7.278601105999996,7.294712617999998,0.0016190569999992022,0.02040430999999643,0.007297633999996833,1.759399999912148e-05,3.3543680749999965,3.365814007999994,0.1291141019999955,0.05384261599999718,0.0002423449999966465,1.6023000000586762e-05,6.380300000330408e-05,0.13289537200000012,0.21276624699999758,2.7680000016516715e-06,1.496200000161707e-05,6.198999997764076e-06,2.216500000429278e-05,8.753499999869518e-05,0.0,0.012402419000004272,2.150399999578667e-05,5.679199999519824e-05,1.3765999995030143e-05,1.2036999997633302e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012035799999665642,0.017104506999999103,0.017253806999995902,0.01694593100000219,1.9749999999874035e-05,0.009061407000004351,0.00786377300000396,21.0,0.0,0.0,1.7266999996934373e-05,0.00013203299999986484,8.09651856
4,0.3750136979999965,0.3750136979999965,0.00015530000000296695,0.5109202239999959,0.5034809530000217,0.5034809530000217,0.4853425460000267,9.170499998845116e-05,0.0009501489999976798,5.34849999738185e-05,5.309800000219411e-05,31.0,25.0,0.0,25.0,6.0,8.206834026999992,8.191386455000007,8.171441436999999,8.191354996000001,0.001588906999998585,0.022210806000003913,0.008922935000001075,1.3930999998024163e-05,3.9057952080000007,3.6665896370000013,0.12646092599999292,0.05593863400000032,0.00034134899999571644,2.1633999992332065e-05,8.176199999354594e-05,0.1415796019999931,0.24177508900000078,2.4330000059080703e-06,1.442999999312633e-05,5.85899999805406e-06,2.1996000000967797e-05,6.482600001334049e-05,0.0,0.013470920999999692,2.8181999994103535e-05,7.282500000371783e-05,2.223699999603923e-05,1.9958999999403204e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012176999999269356,0.01704866700001162,0.01719499600000063,0.01688422299999104,2.025900001001446e-05,0.009627637999997773,0.007235338000000979,21.0,0.0,0.0,1.7472999999768035e-05,0.00012885599998924135,9.110413352000002
5,0.40102841699999203,0.40102841699999203,0.00022264999999777046,0.40406391899999505,0.39818357799998694,0.39818357799998694,0.3875341809999924,7.377300001110143e-05,0.0007665430000116658,4.841800000576768e-05,4.889000000218857e-05,27.0,24.0,0.0,24.0,3.0,8.209200151000005,8.193415552000005,8.167241288999989,8.193370373999997,0.0018448050000046123,0.019968716999997582,0.006872953999987885,2.1154999998884705e-05,3.546442271999993,3.9939234969999973,0.13706537899999205,0.0532825100000025,0.0003667330000070024,2.8853000003437046e-05,9.578699999224227e-05,0.1412417030000057,0.26591600200001153,3.5469999914994332e-06,1.904600000557366e-05,6.829000000152519e-06,2.5003999994055448e-05,9.215100000403709e-05,0.0,0.013651858999992328,2.1731999993335194e-05,6.103900000198337e-05,1.43839999964257e-05,1.0170999999559172e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00013152900000079626,0.017285728000004497,0.01909596899999144,0.017002282000007085,2.542299999674924e-05,0.009704087000002914,0.007271758000001682,21.0,21.0,0.0,0.0015452569999894195,0.00026498399999752564,9.033931772999992
6,0.45060239600000784,0.45060239600000784,0.00021924999998645944,0.321489401000008,0.3156355800000057,0.3156355800000057,0.30575989899999456,7.463299998278217e-05,0.0007232790000273326,4.7386999966647636e-05,4.6146000016733524e-05,30.0,23.0,0.0,23.0,7.0,8.102054306,8.088670003000004,8.073406793999993,8.088638156000002,0.001487069999996038,0.018400886999998534,0.007320469999996249,1.3278999986710005e-05,4.062576677999999,3.4510204259999995,0.1168827460000017,0.05025681199998644,0.0003141330000033804,1.889199999993707e-05,8.153799998922295e-05,0.13264190499999984,0.23226740500000176,2.840000007608978e-06,1.4175999993426558e-05,5.956999999057189e-06,2.1359000001552886e-05,6.592799999793897e-05,0.0,0.011909963000007906,1.705299999343879e-05,6.398099999671558e-05,1.3706999993701174e-05,1.2359999999489446e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001032340000080012,0.01587986899998839,0.018219974999979627,0.015710208000001558,1.9256000001632856e-05,0.009174260000008871,0.00651571700001341,20.0,20.0,0.0,0.0022096169999912263,0.0001304890000000114,8.892900912000002
7,0.3927963259999956,0.3927963259999956,0.00015263500000628483,0.2985821790000074,0.2937379779999816,0.2937379779999816,0.28477368499999045,6.683400003737461e-05,0.0006184970000049361,3.723899999386049e-05,4.3757000000255175e-05,28.0,23.0,0.0,23.0,5.0,7.36940843299999,7.356262086000001,7.340250052000002,7.35622741600001,0.0015300660000008293,0.017501891000009095,0.005892205999998623,1.1322999995400096e-05,3.384519009999991,3.3607928170000037,0.11925912200000255,0.05440112399999464,0.0003219959999967159,1.9586999997045496e-05,8.206999999060827e-05,0.14544895699999927,0.2503445459999938,2.877000000012231e-06,1.429900000005091e-05,6.2010000050349845e-06,2.2285999989435368e-05,7.752799999138915e-05,0.0,0.011646604999995702,1.9949999995105827e-05,5.086699999878874e-05,1.4578000005371905e-05,1.1901999997121493e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00010916300000474166,0.016377356999996096,0.018688273999998728,0.016178170000003433,1.9910999995431666e-05,0.009067565999998806,0.007089538000002449,20.0,20.0,0.0,0.0021668589999990218,0.0001440580000036107,8.079898826999994
8,0.5438251679999979,0.5438251679999979,0.00017312199999253153,0.44083307200000377,0.4352353949999923,0.4352353949999923,0.4237474910000145,7.385299996087724e-05,0.0007330999999624055,4.7273999967956115e-05,4.79280000433846e-05,29.0,24.0,0.0,24.0,5.0,8.193862617000008,8.178608683000007,8.152071489999997,8.178556254,0.0015585369999939758,0.02260760299999731,0.007971526999995149,1.216799999781415e-05,3.791416321,3.6879004909999935,0.12730544099999008,0.057317726999997376,0.0003290869999972301,2.2920999995790226e-05,8.463500000743807e-05,0.14788132300000711,0.30745281099999033,6.045000006338341e-06,3.872599999965587e-05,1.6547000001310153e-05,6.283100000814557e-05,7.96180000008917e-05,0.0,0.013166463999993994,2.0289999994815844e-05,7.811499999377247e-05,1.4969000005748967e-05,1.096999999106174e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0002202339999968217,0.021305157000000463,0.024465853999984688,0.020960563999992132,3.411900000571677e-05,0.013139313000010588,0.007785690999995154,19.0,19.0,0.0,0.0030156689999927266,0.0001450279999914983,9.203563947000006
9,0.6095082329999997,0.6095082329999997,0.00015787700000657878,0.40606274499999984,0.3999162429999643,0.3999162429999643,0.3892071849999752,7.23039999854791e-05,0.0007969610000344574,5.21919999698639e-05,5.389999995486505e-05,32.0,26.0,0.0,26.0,6.0,7.972429479999988,7.959001376999993,7.939521600999996,7.958970314999988,0.001773638000003075,0.017619827000004307,0.006027564999996571,1.2225000006083064e-05,3.5896904039999953,3.741571012999998,0.13049282400000095,0.05614721099999542,0.000326317999991943,2.197399999204208e-05,8.685000000241416e-05,0.14790469300000098,0.2477192919999993,3.374999991478944e-06,1.502799999286708e-05,6.392000003074827e-06,2.2907000001737288e-05,6.828499999755877e-05,0.0,0.012124823999997147,1.7698999997151077e-05,4.673099999763508e-05,1.355300000227544e-05,1.3567999999963831e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011745100000837283,0.017278085000000942,0.0196211320000117,0.017103523999992376,1.894899999399513e-05,0.009677980000006414,0.007405614000006722,20.0,20.0,0.0,0.00221517399999982,0.00012787300001093627,9.00807034799999
