frame_index,detection_fetch_s,detection_inference_s,detections_to_sv_s,team_detection_s,team_kmeans_s,team_clustering_s,team_kmeans_fit_s,team_color_update_s,team_assign_s,team_crop_player_s,team_crop_shirt_s,team_objects_count,team_objects_valid_crop_count,team_reused_count,team_kmeans_computed_count,team_kmeans_skipped_count,field_projection_s,field_homography_estimation_s,field_pnl_total_s,field_pnl_streaming_total_s,field_pnl_preprocess_color_convert_s,field_pnl_preprocess_tensor_build_s,field_pnl_preprocess_resize_s,field_pnl_preprocess_to_device_s,field_pnl_model_kp_inference_s,field_pnl_model_line_inference_s,field_pnl_decode_keypoints_s,field_pnl_decode_lines_s,field_pnl_complete_keypoints_s,field_pnl_calibrator_init_s,field_pnl_calibrator_update_s,field_pnl_ground_voting_s,field_pnl_camera_voting_s,field_pnl_homography_select_s,field_pnl_centered_to_field_s,field_pnl_template_homography_s,field_pnl_projection_matrix_s,field_pnl_temporal_smoothing_s,field_pnl_previous_fallback_s,field_resize_s,field_project_points_s,field_ground_points_s,field_scale_points_s,field_class_filter_s,field_has_homography,field_pnl_visible_keypoints_count,field_pnl_visible_lines_count,field_pnl_used_ground_solution,field_pnl_used_camera_fallback,field_pnl_temporal_smoothed,field_pnl_previous_fallback_applied,metadata_pack_s,tracker_update_s,track_total_s,bytetrack_total_s,bytetrack_preprocess_s,bytetrack_update_tensors_s,bytetrack_output_match_s,bytetrack_tracks_output_count,id_assignment_s,ball_fallback_s,frame_total_s
0,0.5880233050000001,0.5880233050000001,0.0011139480000004198,0.6167562709999999,0.5949243820000021,0.5949243820000021,0.3646125710000021,0.0006539519999932963,0.0005284659999880148,5.2053000011653694e-05,4.2110999999067644e-05,31.0,26.0,0.0,26.0,5.0,9.961548095000001,9.948325382,9.928139687999998,9.948285593999998,0.0024508070000024418,0.022561086999999702,0.0101129990000004,1.3973000001499258e-05,4.908231506,4.371726168999999,0.1417468690000021,0.055631928000000386,0.00024867000000128314,2.3371999997578996e-05,6.998000000280058e-05,0.16924712799999853,0.2459472589999976,2.6420000018845258e-06,1.4063999998370491e-05,6.322000000835715e-06,2.263500000054819e-05,0.0,0.0,0.010163576000000063,0.00040654100000026006,0.0009692819999997937,1.958800000068095e-05,1.5638000000706143e-05,1.0,24.0,2.0,1.0,0.0,0.0,0.0,0.00014090600000216114,0.013153722000001977,0.013305641000005863,0.012933851999999746,4.5160999999183105e-05,0.003755771000001573,0.009131520000000393,21.0,1.7442000000755797e-05,0.00013447700000313034,11.181513103999997
1,0.42786606000000305,0.42786606000000305,0.00018544899999994868,0.051523270000000565,0.04866554799999889,0.04866554799999889,0.04727689799999624,9.645999998753041e-06,9.012999999669091e-05,7.447999994525389e-06,6.0669999975004885e-06,32.0,27.0,24.0,3.0,5.0,9.282714255000002,9.255566953000002,9.231672982999996,9.255532985000002,0.002057054000001557,0.029155578000001015,0.016415473999998653,1.4594000003143037e-05,4.402768465000001,4.191229406000005,0.1420273249999937,0.06090588899999716,0.00034222800000094367,2.392900000103282e-05,0.00010980599999754759,0.15166800699999783,0.23479529299999768,3.4900000045468005e-06,2.256700000202727e-05,1.2391000005607111e-05,3.5603999997135816e-05,7.247399999954496e-05,0.0,0.024263792999999367,2.0326000004899925e-05,5.0887999996973576e-05,1.4321000001871198e-05,1.2026000000275872e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012220500000381662,0.026131070000005252,0.026282190000003425,0.025966002000004096,2.0256999995638125e-05,0.016552465000003735,0.009392128999998306,21.0,1.646900000196183e-05,0.00013465099999621089,9.791667499999999
2,0.47261973400000556,0.47261973400000556,0.0001672480000038945,0.031812846000001116,0.028860266000002355,0.028860266000002355,0.02793931899999791,7.053000004475507e-06,6.468800000192232e-05,6.543000004910482e-06,5.413000003784418e-06,28.0,24.0,22.0,2.0,4.0,9.438350252000006,9.418613149000002,9.395415249000003,9.418571206000003,0.0005813419999967095,0.027386913999997375,0.011280746000004171,1.4127999996560447e-05,4.156970747999999,4.559466035,0.17851848400000137,0.060995077999997704,0.0003280770000060329,2.3018000000263328e-05,8.410899999944377e-05,0.152080612000006,0.24755466100000234,2.575999999976375e-06,1.4296000003355402e-05,6.346999995798797e-06,2.278299999858291e-05,7.648199999721328e-05,0.0,0.017222655999994174,2.62259999956882e-05,6.254400000216265e-05,2.0431000002929522e-05,1.5911999994955295e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001408580000017423,0.01871489199999843,0.018861918999995453,0.0185469420000004,2.680800000121053e-05,0.010563693999998236,0.00795543000000265,21.0,1.5615999998885854e-05,0.00013141099999813832,9.966041307000005
3,0.5701721050000046,0.5701721050000046,0.00018854900000064845,0.11001401899999763,0.10674612400000427,0.10674612400000427,0.10331165300000578,1.642899999154679e-05,0.00017371300000235124,1.1583999992126337e-05,1.1381999996729064e-05,32.0,27.0,22.0,5.0,5.0,8.77389686,8.752858812,8.735385823000001,8.752824466,0.0019284010000006901,0.049653016000000605,0.006663788999993869,1.5077000000474072e-05,4.157071168999998,3.952364269999997,0.13789867600000605,0.06277285800000243,0.00037758599999904163,2.397000000087246e-05,8.863600000097449e-05,0.14587715200000417,0.22052008,2.750000000162345e-06,1.4595999999755804e-05,6.1840000000756845e-06,2.3243000001116343e-05,6.826699999606944e-05,0.0,0.01907782400000002,1.801300000181527e-05,4.7075999994206086e-05,1.3818999995862669e-05,1.2015000002918441e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012216799999720251,0.018400565999996843,0.0185527289999996,0.018238103999998145,1.8271000001846005e-05,0.010020830999998509,0.008198046000003956,21.0,1.5445999999030846e-05,0.00013671700000372766,9.476034724000002
4,0.41400116199999815,0.41400116199999815,0.00017532300000056011,0.0024077500000032614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,25.0,0.0,6.0,8.408006596999996,8.390375554999991,8.371733566999993,8.390342632000007,0.0016025429999970697,0.022347673999995266,0.0076501419999956966,1.624100000441331e-05,3.916021030000003,3.8285023340000066,0.1325979159999946,0.05693339900000183,0.0003473810000116373,2.234199999406883e-05,8.781799999724171e-05,0.1546592960000055,0.25081644899999844,2.934999997705745e-06,1.546699999721568e-05,6.37699999117558e-06,2.3220999992190627e-05,7.161000000621698e-05,0.0,0.015965944000001286,1.8714000006525566e-05,4.856399999653149e-05,1.3932000001659617e-05,1.2742000009779986e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011897899999269157,0.01809274900000446,0.018251855000002593,0.017919528999996714,1.9899999998074236e-05,0.009911025999997491,0.007987516000000028,21.0,1.732600000536877e-05,0.0001417799999927638,8.845964326999997
5,0.4380259369999919,0.4380259369999919,0.00027175799999668016,0.03254780299999993,0.029630136999998058,0.029630136999998058,0.02834173799999462,7.620999994628619e-06,7.447699999829638e-05,5.555999990747296e-06,4.253999989600743e-06,27.0,24.0,22.0,2.0,3.0,8.563673921000003,8.545358437000004,8.52750962799999,8.545322697999993,0.002281370999995147,0.03222779300000411,0.013687277000002496,1.5113999992877325e-05,3.9190547050000077,3.947156171000003,0.13686759899999856,0.060636872999992875,0.00036149000000307296,2.420900000288384e-05,8.87460000029705e-05,0.15682757200001163,0.2581480070000026,2.9979999993656747e-06,1.444600000866103e-05,5.999000009637712e-06,2.2818999994456135e-05,7.505100001026221e-05,0.0,0.016714801999995643,1.8397999994590464e-05,4.863899999918431e-05,1.433899998914967e-05,9.895000005144539e-06,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011605199999564775,0.017255263999999215,0.019134664000006296,0.017056350000004272,2.02730000040674e-05,0.009804597000012905,0.00723047700000734,21.0,0.00174385900000118,0.00013554100000590097,9.056674386999987
6,0.4139143200000035,0.4139143200000035,0.00024759199999380144,0.0027876209999959656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,23.0,0.0,7.0,8.425103134000011,8.407421373000005,8.389497427999999,8.407386799999998,0.0019449020000052997,0.023531227000006538,0.01216542100000595,1.7631000005735586e-05,3.961352507000001,3.801936980999997,0.13016487400000187,0.05852726199999836,0.0003258109999961789,2.108800001110467e-05,8.491299999491275e-05,0.14977459700000395,0.24951570900000775,3.06600000499202e-06,1.5066000003116642e-05,6.51399999185287e-06,2.4197000001890956e-05,7.594400000243695e-05,0.0,0.016017277000003105,2.0183999993150792e-05,5.4754999993633646e-05,1.4902999993182675e-05,1.351199999533037e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011698000000137654,0.01959863000000439,0.022005727000021125,0.019423121000002652,2.1988000000305874e-05,0.012118864000001395,0.007281148000004123,20.0,0.0022613530000086257,0.00014574400000810783,8.867253638000008
7,0.4164791139999977,0.4164791139999977,0.00015787799999600338,0.002287811999991618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,23.0,0.0,5.0,8.447376230000003,8.428630479000006,8.410215492000006,8.42859513900001,0.002103747000006706,0.02117597199999466,0.007534262999996599,1.5486999998870488e-05,3.914833435999995,3.8518015570000017,0.13601551800000777,0.06144821700000591,0.0003961809999992738,2.5199999996061706e-05,9.5410000000129e-05,0.15592857300001128,0.25870716300001106,3.024999998046951e-06,1.6027000000917724e-05,6.768999995188096e-06,2.43709999949715e-05,7.625700000346569e-05,0.0,0.01714145699999392,1.9203999997330357e-05,5.194800000651867e-05,1.5146999999160471e-05,1.1777000011647942e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011507300000346277,0.018876541999986785,0.021552462999977706,0.018693838999993773,2.042100000210212e-05,0.010298257000002309,0.008374124999988908,20.0,0.0025221479999970597,0.00015377299999386196,8.890497072000002
8,0.4580901879999999,0.4580901879999999,0.00017766500000959695,0.025445013999998878,0.022623580000001198,0.022623580000001198,0.02209614000000215,3.843000001779728e-06,3.5453999998935615e-05,4.039000003785986e-06,2.491999993026184e-06,29.0,24.0,23.0,1.0,5.0,8.507472077999992,8.487753911999988,8.46953249900001,8.487693506,0.0021081960000088884,0.030779864999999518,0.019152841999996895,1.577300000121795e-05,4.00443944300001,3.8034235869999975,0.13872036700000479,0.06005860799999141,0.0002565610000004881,1.8576999991637422e-05,6.660100000033253e-05,0.15501655300001005,0.2553347940000066,3.505999998765219e-06,1.5259999997851992e-05,6.840999986934548e-06,2.4628000005577633e-05,7.645000000877644e-05,0.0,0.01768426999998951,2.43879999999308e-05,7.507300000497708e-05,2.1454000005860507e-05,1.8484999998236162e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001358690000046181,0.01981045899999856,0.02239555199999188,0.019621047000001113,5.4368999997223e-05,0.010662428999992812,0.008902777999992395,20.0,0.0024364420000040354,0.000148650999989286,9.017583979999998
9,0.4291253549999965,0.4291253549999965,0.00018239499999594955,0.021651371999993785,0.018873382000009542,0.018873382000009542,0.01841048999999373,3.6410000063824555e-06,3.225999999756368e-05,3.1980000017028942e-06,2.3919999989630014e-06,32.0,26.0,25.0,1.0,6.0,8.883376100999996,8.864479173999996,8.844057103000011,8.864441075000002,0.0019374999999968168,0.028279165000000717,0.011927943999992863,1.4919000008717376e-05,4.091454782,4.055613160000007,0.14527932699999724,0.0650723860000113,0.0003592420000018137,2.367899999455858e-05,9.145699999635326e-05,0.16740833199999372,0.2764564479999905,3.2139999888158854e-06,1.625800000226718e-05,6.928000004791102e-06,2.603400000111833e-05,8.075800000995059e-05,0.0,0.017202029999992874,2.1648000000595857e-05,5.559600000992759e-05,1.5570999991609824e-05,1.408800000035626e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00013636799999972027,0.020994340000001444,0.024599815000001968,0.020777825999999777,2.1465000003217938e-05,0.01159111499998744,0.009164073999997413,21.0,0.0034462730000086594,0.0001592019999918648,9.36230142800001
