frame_index,detection_fetch_s,detection_inference_s,detections_to_sv_s,team_detection_s,team_kmeans_s,team_clustering_s,team_kmeans_fit_s,team_color_update_s,team_assign_s,team_crop_player_s,team_crop_shirt_s,team_objects_count,team_objects_valid_crop_count,team_reused_count,team_kmeans_computed_count,team_kmeans_skipped_count,field_projection_s,field_homography_estimation_s,field_pnl_total_s,field_pnl_streaming_total_s,field_pnl_preprocess_color_convert_s,field_pnl_preprocess_tensor_build_s,field_pnl_preprocess_resize_s,field_pnl_preprocess_to_device_s,field_pnl_model_kp_inference_s,field_pnl_model_line_inference_s,field_pnl_decode_keypoints_s,field_pnl_decode_lines_s,field_pnl_complete_keypoints_s,field_pnl_calibrator_init_s,field_pnl_calibrator_update_s,field_pnl_ground_voting_s,field_pnl_camera_voting_s,field_pnl_homography_select_s,field_pnl_centered_to_field_s,field_pnl_template_homography_s,field_pnl_projection_matrix_s,field_pnl_temporal_smoothing_s,field_pnl_previous_fallback_s,field_resize_s,field_project_points_s,field_ground_points_s,field_scale_points_s,field_class_filter_s,field_has_homography,field_pnl_visible_keypoints_count,field_pnl_visible_lines_count,field_pnl_used_ground_solution,field_pnl_used_camera_fallback,field_pnl_temporal_smoothed,field_pnl_previous_fallback_applied,metadata_pack_s,tracker_update_s,track_total_s,bytetrack_total_s,bytetrack_preprocess_s,bytetrack_update_tensors_s,bytetrack_output_match_s,bytetrack_tracks_output_count,id_assignment_s,ball_fallback_s,frame_total_s
0,0.6340995899999982,0.6340995899999982,0.0016140299999989338,0.5729868699999976,0.5494314479999929,0.5494314479999929,0.32595678900000635,0.0006968030000003012,0.00048519100001698234,3.750100000132761e-05,5.698799999365178e-05,31.0,26.0,0.0,26.0,5.0,11.018537580999997,11.001276053000002,10.971408556,11.001239718,0.002841614999997688,0.022553453000000445,0.011892555999999388,1.38869999979363e-05,5.659876507,4.5959477369999995,0.14737283900000264,0.05778338600000055,0.00033457299999994916,2.7698000000242473e-05,9.011799999925074e-05,0.16412117600000187,0.3084160589999989,3.2079999989775843e-06,1.5743000002288454e-05,6.684999998896046e-06,2.9388000001517867e-05,0.0,0.0,0.013738074999999128,0.0005252779999977975,0.0012876439999978118,1.8359999998551757e-05,1.6147000000188427e-05,1.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0001417789999997865,0.01244311999999681,0.012617428999995184,0.012202216000002153,2.9599000001212517e-05,0.0031571190000008187,0.009014315000001716,21.0,1.6062000000260923e-05,0.00015824699999811287,12.24092984
1,0.48973425300000173,0.48973425300000173,0.00020468099999959577,0.4221055309999997,0.41586394000000126,0.41586394000000126,0.40439666200001056,7.698200000305633e-05,0.000929682999995407,5.313200001211271e-05,5.316200002170035e-05,32.0,27.0,0.0,27.0,5.0,9.746451434999997,9.726004869,9.690599743,9.725956746999998,0.0016737070000019116,0.02067254300000343,0.006462564999999643,1.2177999998641553e-05,4.6911733460000065,4.393863069999995,0.13551441500000294,0.05877732399999758,0.0003327209999994807,2.280600000403865e-05,9.389499999912232e-05,0.12659444399999842,0.25525047,2.9050000023289613e-06,1.580800000056115e-05,6.177000003049216e-06,2.9566999998564825e-05,9.395299999681583e-05,0.0,0.01757292500000318,2.480900000279007e-05,6.729300000074545e-05,1.9377999997516326e-05,1.684800000134601e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012955100000056063,0.028657010000003424,0.028823843000004956,0.02847002700000445,2.22780000029843e-05,0.019796808999998916,0.008649748999999929,21.0,1.8009999998014337e-05,0.00014882300000351734,10.687691807
2,0.45619601399999965,0.45619601399999965,0.00019615699999775416,0.3430134120000048,0.3378594780000199,0.3378594780000199,0.3280072749999903,6.640400000179625e-05,0.0007193629999875384,4.551399998575789e-05,4.597800000283314e-05,28.0,24.0,0.0,24.0,4.0,8.612189645999997,8.597925496000002,8.571476957999998,8.597896104999997,0.001686992999999859,0.029280234999994548,0.00790286000000151,1.2988000001712408e-05,4.008280974999998,3.9349088020000025,0.1369844279999981,0.056611054999997634,0.0003977419999969811,2.6098000006413713e-05,9.654000000125507e-05,0.12250612799999772,0.2726575800000006,2.6909999988333766e-06,1.556000000135782e-05,6.394000003240308e-06,2.296700000670171e-05,6.21309999999653e-05,0.0,0.012029896999997902,1.594999999809943e-05,4.860600000000659e-05,1.5240999999832638e-05,1.0658000000773882e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00011925600000495251,0.019848746999997502,0.020054059999992546,0.019603219000003946,2.0628999997995834e-05,0.008920122999995783,0.010661296999998626,21.0,2.1367999998744835e-05,0.00018394499999629943,9.431968389999994
3,0.5220662629999993,0.5220662629999993,0.00025439000000204715,0.37613247999999544,0.370459870000019,0.370459870000019,0.36031064499999843,6.785399996545038e-05,0.0006759809999934419,4.6258999987003335e-05,4.948700001250472e-05,32.0,27.0,0.0,27.0,5.0,8.672685170999998,8.655728036,8.625412325999996,8.655697036,0.0015914310000013643,0.019136500000001888,0.010065699000001871,1.6578999996852417e-05,3.911635541999999,4.136893302000004,0.1286520299999978,0.05543481499999814,0.00024224300000241783,1.7968999998174695e-05,6.441100000387223e-05,0.10930801899999665,0.2522088329999974,2.604999998823132e-06,1.434499999675154e-05,6.112000001223805e-06,2.274599999907423e-05,7.105000000251493e-05,0.0,0.015130334999994943,1.772800000310326e-05,5.2629999998998755e-05,1.325299999876961e-05,1.1069999999335778e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001273959999963381,0.016814174000003845,0.016957373000003884,0.016647697999999878,2.2890000003883415e-05,0.00885175300000185,0.0077720170000006306,21.0,1.4716999999109248e-05,0.00012848200000092902,9.588506101
4,0.4825300270000028,0.4825300270000028,0.0002445299999962458,0.37682773000000225,0.37131829399999816,0.37131829399999816,0.36155062699999263,6.559700000963176e-05,0.0006457309999987615,4.402199999020695e-05,4.501900001230297e-05,31.0,25.0,0.0,25.0,6.0,8.78831917099999,8.770916759999999,8.750500031000001,8.770884082999999,0.0017085639999976365,0.02242464700000113,0.014219918000001996,1.8301000004328216e-05,4.079417704999997,4.044763073999988,0.13756580700000143,0.060042381000002365,0.0003250360000066621,2.083600000446495e-05,8.565200000987261e-05,0.10830360200000655,0.28147834100001035,2.601000005597598e-06,1.4434999997092746e-05,5.931000004011366e-06,2.091499999323787e-05,7.295000000340224e-05,0.0,0.014790136999998538,1.828799999259445e-05,4.929499999661857e-05,1.3523000006898656e-05,1.2514999994550635e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0001284290000000965,0.0202890420000017,0.020437579999992295,0.020127115999997613,1.9146999989061442e-05,0.012165530999993734,0.00794132899999056,21.0,1.552599999854465e-05,0.00013301199999204982,9.668761914999997
5,0.4434708069999971,0.4434708069999971,0.00017823299999975006,0.33856496200000663,0.33378485800000135,0.33378485800000135,0.32458406899995396,5.975799999191622e-05,0.0006053400000070042,4.4707999990123426e-05,8.593900001585553e-05,27.0,24.0,0.0,24.0,3.0,8.755331937999998,8.735668105000002,8.714019282999999,8.735625399,0.0017490490000113823,0.019426922999997487,0.006212177999998403,1.2789999999540669e-05,4.006245426999996,3.9978434410000006,0.14149219099999755,0.05792489499999931,0.0003312189999888915,2.1841000005906608e-05,8.693400000936435e-05,0.13802966300001174,0.3445206150000075,3.4460000080116515e-06,1.5664000002857392e-05,6.6820000057532525e-06,2.3831999996559716e-05,0.00010388400001204445,0.0,0.017124678000001836,2.750499999137901e-05,7.542800000237548e-05,2.447699999663655e-05,1.5450000006467235e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00013171000000511413,0.025705105000000117,0.027226043999988292,0.025402400000004377,2.9085999997846557e-05,0.015148762999999121,0.010222894999998289,21.0,0.0013785789999900544,0.00014235999999812066,9.565071930000002
6,0.4906291639999978,0.4906291639999978,0.00016717200000471166,0.3713650859999973,0.365973514999979,0.365973514999979,0.3556885339999525,6.787299999189145e-05,0.0006850380000145151,4.6082999958230175e-05,4.6386000008169503e-05,30.0,23.0,0.0,23.0,7.0,9.628767366999995,9.606772648000003,9.580512182000007,9.606738348999997,0.0022002940000049875,0.02575719300000401,0.008217684000001668,1.8166999993241006e-05,4.356966366999998,4.509632689,0.14442749500000218,0.06582522399999391,0.00044879600000058417,2.6710999989632e-05,0.00011087199999337827,0.14424053899999478,0.3224996809999965,2.7439999996659026e-06,1.6074999990678407e-05,6.806000001802204e-06,2.501199999471737e-05,6.490100000178245e-05,0.0,0.019654725999998846,1.8099000001825516e-05,8.206300000779265e-05,1.6266999992353703e-05,1.3473999999291664e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00012105000000417476,0.01932852599999535,0.022102818999982787,0.019135861999998838,2.1305000004190333e-05,0.011724897999997097,0.007388382000002025,20.0,0.002621598999994035,0.00015269399999340294,10.513327747000005
7,0.5598032759999967,0.5598032759999967,0.00020563800001127674,0.38797511500000326,0.3817454219999945,0.3817454219999945,0.37015957699999547,9.858999999323714e-05,0.0008103509999841663,4.9194000027341644e-05,5.1877999993621415e-05,28.0,23.0,0.0,23.0,5.0,10.005832416999993,9.98554501400001,9.966054220999993,9.985502820000008,0.002153010000000677,0.02168187099999841,0.0070984480000078065,1.5135999987592186e-05,4.590196038000002,4.448358274,0.16210105500000793,0.09358210199999917,0.00043780500000423217,2.84329999971078e-05,0.00011957200000267676,0.21239477000000306,0.42771907200000214,4.778999993959587e-06,2.4636999995664155e-05,1.1412000006316703e-05,4.1688999999678344e-05,8.511400000088543e-05,0.0,0.01691560199999742,2.0774000006440474e-05,5.8140999996680875e-05,1.6540000004283684e-05,1.371699998742315e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00013573999999039188,0.02730604100000278,0.03055656200000101,0.02699640499999134,2.434600000356113e-05,0.01869494800000382,0.008275885000003314,20.0,0.0030818679999953247,0.00016865300000290517,10.984706223999993
8,0.7511091440000115,0.7511091440000115,0.0002026160000099253,0.4667670230000027,0.4601239710000442,0.4601239710000442,0.44458162400002266,9.034100000349099e-05,0.0008768419999682919,5.511499993815505e-05,5.8681999959731e-05,29.0,24.0,0.0,24.0,5.0,12.52541783000001,12.501175115999999,12.47022990699999,12.501099175999997,0.002383649999998738,0.02779868599999702,0.02007729299999994,1.810000000546097e-05,6.565558698000004,5.084353816000004,0.19742765300000542,0.06938261799999168,0.00037424500000327043,2.0742000003792782e-05,9.692800000493662e-05,0.15305395900000462,0.3495333919999979,3.2469999950990314e-06,1.7418999988194628e-05,7.440999993946207e-06,2.7398000000289358e-05,9.8995000001878e-05,0.0,0.02219217100000037,3.538900000421563e-05,7.71060000062107e-05,1.8308999997884712e-05,1.48409999951582e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00016165799999612318,0.021032273000002988,0.023748961999999096,0.020759879999999953,2.9540999989308148e-05,0.012784500999998727,0.007944592000001194,19.0,0.002534295999993219,0.0001823930000028895,13.767622844000002
9,0.6635326080000112,0.6635326080000112,0.0002588770000073737,0.5285333110000039,0.5210227170000081,0.5210227170000081,0.5070428789999823,9.735799999077699e-05,0.0009858079999958136,7.126099991694446e-05,7.702200004189308e-05,32.0,26.0,0.0,26.0,6.0,11.052526870999998,11.031729753000008,11.007098603000003,11.031475751000002,0.0026222289999964232,0.02464201099999741,0.00871823699999652,1.648600000692113e-05,5.823847088000008,4.5115362939999955,0.14007316400000036,0.06365930500000161,0.0008475449999991724,0.00027729800000031446,0.0005498290000076622,0.1378209169999991,0.291881024999995,5.3089999880739924e-06,0.00016425100000105886,1.1963999995145969e-05,7.621999999685158e-05,6.807399999786412e-05,0.0,0.018783560000002808,6.243099998926027e-05,0.00011560300001178803,3.831299999035309e-05,1.3755000011883567e-05,1.0,24.0,1.0,1.0,0.0,1.0,0.0,0.00036311099999863927,0.027579896999995412,0.03095890800001655,0.02690585399999179,5.43339999978798e-05,0.01532739099999958,0.011522645000013654,20.0,0.002973813000011205,0.000405198000009932,12.276427955000003
